Recipe Name,Station,Category,Group,Experience,Cooking Time (Ticks),Output,Output Count,Input,Input,Input,Input,Input,Input,Input,Input,Input
golden_axe,crafting_shaped,equipment,,,,golden_axe,1,gold_ingot,gold_ingot,,gold_ingot,stick,,,stick,
magenta_stained_glass_pane,crafting_shaped,misc,stained_glass_pane,,,magenta_stained_glass_pane,16,magenta_stained_glass,magenta_stained_glass,magenta_stained_glass,magenta_stained_glass,magenta_stained_glass,magenta_stained_glass,,,
brick_wall_from_bricks_stonecutting,stonecutting,,,,,brick_wall,1,bricks,,,,,,,,
polished_blackstone_button,crafting_shapeless,redstone,,,,polished_blackstone_button,1,polished_blackstone,,,,,,,,
waxed_exposed_cut_copper_from_honeycomb,crafting_shapeless,building,waxed_exposed_cut_copper,,,waxed_exposed_cut_copper,1,exposed_cut_copper,honeycomb,,,,,,,
polished_blackstone_stairs_from_blackstone_stonecutting,stonecutting,,,,,polished_blackstone_stairs,1,blackstone,,,,,,,,
waxed_exposed_cut_copper_stairs_from_waxed_exposed_cut_copper_stonecutting,stonecutting,,,,,waxed_exposed_cut_copper_stairs,1,waxed_exposed_cut_copper,,,,,,,,
white_stained_glass_pane,crafting_shaped,misc,stained_glass_pane,,,white_stained_glass_pane,16,white_stained_glass,white_stained_glass,white_stained_glass,white_stained_glass,white_stained_glass,white_stained_glass,,,
chiseled_red_sandstone_from_red_sandstone_stonecutting,stonecutting,,,,,chiseled_red_sandstone,1,red_sandstone,,,,,,,,
recovery_compass,crafting_shaped,equipment,,,,recovery_compass,1,echo_shard,echo_shard,echo_shard,echo_shard,compass,echo_shard,echo_shard,echo_shard,echo_shard
